store_id,item_id,cluster,cluster_label,average_demand,demand_variability,coefficient_of_variation,forecast_error,absolute_forecast_error,forecast_demand,recommended_stock
store_26,item_2,0,Permintaan Rendah,18.94,5.63,0.2974,-3.36,3.93,22.3,42
store_26,item_20,1,Permintaan Tinggi,31.24,7.02,0.2249,4.4,4.68,26.84,47
store_26,item_21,0,Permintaan Rendah,11.66,3.84,0.3295,-9.6,9.6,21.26,41
store_26,item_22,0,Permintaan Rendah,19.32,5.54,0.2868,-1.87,3.1,21.19,41
store_26,item_23,1,Permintaan Tinggi,36.29,8.64,0.2381,13.21,13.21,23.08,43
store_26,item_24,0,Permintaan Rendah,12.43,4.05,0.3256,-12.4,12.4,24.83,45
store_26,item_25,1,Permintaan Tinggi,33.99,8.66,0.2548,12.91,12.91,21.08,41
store_26,item_26,0,Permintaan Rendah,26.99,7.05,0.2613,7.68,7.7,19.31,39
store_26,item_27,0,Permintaan Rendah,19.33,5.02,0.2597,-5.36,5.42,24.69,45
store_26,item_28,0,Permintaan Rendah,11.1,3.7,0.3331,-8.97,9.0,20.06,40
store_26,item_29,0,Permintaan Rendah,18.03,5.49,0.3044,-5.32,5.43,23.35,43
store_26,item_3,0,Permintaan Rendah,20.09,5.58,0.2776,1.78,2.8,18.31,38
store_26,item_30,0,Permintaan Rendah,18.43,5.05,0.2738,-4.83,5.07,23.27,43
store_26,item_31,1,Permintaan Tinggi,29.56,7.3,0.247,6.41,6.58,23.15,43
store_26,item_32,0,Permintaan Rendah,28.23,8.05,0.2852,5.36,5.76,22.87,43
store_26,item_33,1,Permintaan Tinggi,34.29,8.89,0.2593,13.4,13.4,20.89,41
store_26,item_34,1,Permintaan Tinggi,34.67,8.47,0.2442,15.95,15.95,18.72,39
store_26,item_35,0,Permintaan Rendah,22.03,5.23,0.2372,2.58,3.35,19.45,39
store_26,item_36,0,Permintaan Rendah,12.95,3.98,0.3076,-8.28,8.28,21.23,41
store_26,item_37,1,Permintaan Tinggi,29.67,7.47,0.2517,6.44,6.51,23.23,43
store_26,item_38,1,Permintaan Tinggi,31.73,8.29,0.2611,10.19,10.2,21.54,41
store_26,item_39,0,Permintaan Rendah,25.38,6.86,0.2702,-0.69,2.55,26.07,46
store_26,item_4,0,Permintaan Rendah,16.83,4.73,0.281,-1.85,3.13,18.68,39
store_26,item_40,1,Permintaan Tinggi,30.74,7.17,0.2332,7.54,7.54,23.2,43
store_26,item_41,0,Permintaan Rendah,23.13,5.55,0.2399,-0.82,2.54,23.95,44
store_26,item_42,0,Permintaan Rendah,24.46,6.96,0.2847,-1.05,2.61,25.5,45
store_26,item_43,0,Permintaan Rendah,22.33,6.39,0.2862,-1.1,3.47,23.43,43
store_26,item_44,0,Permintaan Rendah,10.2,3.99,0.3917,-8.41,8.41,18.61,38
store_26,item_45,0,Permintaan Rendah,25.77,6.37,0.2471,3.65,4.08,22.13,42
store_26,item_46,0,Permintaan Rendah,12.17,4.21,0.346,-9.21,9.24,21.39,41
store_26,item_47,1,Permintaan Tinggi,35.29,8.23,0.2333,10.09,10.09,25.19,45
store_26,item_48,0,Permintaan Rendah,11.75,3.92,0.334,-9.43,9.53,21.18,41
store_26,item_49,0,Permintaan Rendah,15.07,4.58,0.3037,-7.6,7.64,22.67,43
store_26,item_5,1,Permintaan Tinggi,31.91,8.0,0.2507,9.9,9.91,22.0,42
store_26,item_50,0,Permintaan Rendah,10.42,3.74,0.3592,-12.53,12.53,22.95,43
store_26,item_6,0,Permintaan Rendah,20.2,6.18,0.3061,-1.37,2.75,21.57,41
store_26,item_7,0,Permintaan Rendah,17.92,5.02,0.2801,-6.3,6.36,24.22,44
store_26,item_8,0,Permintaan Rendah,24.19,5.63,0.2328,2.26,3.24,21.93,42
store_26,item_9,0,Permintaan Rendah,13.64,3.82,0.2803,-6.86,6.9,20.5,40
store_27,item_1,1,Permintaan Tinggi,35.2,8.23,0.2337,8.77,8.81,26.43,46
store_27,item_10,1,Permintaan Tinggi,30.56,8.13,0.2659,8.2,8.23,22.36,42
store_27,item_11,0,Permintaan Rendah,10.56,3.67,0.348,-9.76,9.78,20.32,40
store_27,item_12,1,Permintaan Tinggi,30.15,7.67,0.2544,6.24,6.34,23.91,44
store_27,item_13,1,Permintaan Tinggi,35.74,8.83,0.2471,12.95,12.95,22.79,43
store_27,item_14,1,Permintaan Tinggi,30.18,8.16,0.2704,9.07,9.07,21.12,41
store_27,item_15,0,Permintaan Rendah,14.5,3.92,0.2703,-4.01,4.38,18.51,38
store_27,item_16,0,Permintaan Rendah,8.89,3.67,0.4135,-11.68,11.68,20.57,40
store_27,item_17,1,Permintaan Tinggi,31.11,8.2,0.2636,8.34,8.39,22.76,43
store_27,item_18,1,Permintaan Tinggi,27.98,7.27,0.2599,2.99,3.77,24.99,45
store_27,item_19,1,Permintaan Tinggi,28.42,7.29,0.2565,6.33,6.37,22.09,42
store_27,item_2,0,Permintaan Rendah,17.92,5.44,0.3035,-2.13,3.44,20.05,40
store_27,item_20,1,Permintaan Tinggi,29.97,7.87,0.2626,4.44,4.88,25.53,45
store_27,item_21,0,Permintaan Rendah,10.8,3.98,0.3682,-13.2,13.2,24.0,44
store_27,item_22,0,Permintaan Rendah,18.91,5.72,0.3024,-7.68,7.71,26.59,46
store_27,item_23,1,Permintaan Tinggi,34.95,9.05,0.2589,10.56,10.56,24.39,44
store_27,item_24,0,Permintaan Rendah,12.34,4.45,0.3609,-12.04,12.04,24.38,44
store_27,item_25,1,Permintaan Tinggi,32.49,8.4,0.2585,6.72,6.76,25.77,46
store_27,item_26,0,Permintaan Rendah,25.69,6.88,0.2678,5.61,5.71,20.08,40
store_27,item_27,0,Permintaan Rendah,17.85,5.06,0.2835,-4.32,4.54,22.17,42
store_27,item_28,0,Permintaan Rendah,10.61,3.89,0.3661,-12.64,12.64,23.25,43
store_27,item_29,0,Permintaan Rendah,17.62,5.49,0.3114,-3.15,3.71,20.77,41
store_27,item_3,0,Permintaan Rendah,19.36,5.55,0.2869,-0.98,2.79,20.34,40
store_27,item_30,0,Permintaan Rendah,17.39,4.95,0.2846,-5.13,5.25,22.52,42
store_27,item_31,0,Permintaan Rendah,28.51,7.07,0.2481,8.31,8.32,20.2,40
store_27,item_32,0,Permintaan Rendah,26.68,7.17,0.2689,1.69,2.89,24.99,45
store_27,item_33,1,Permintaan Tinggi,33.45,8.33,0.249,11.92,11.92,21.53,41
store_27,item_34,1,Permintaan Tinggi,33.08,8.12,0.2456,11.57,11.57,21.52,41
store_27,item_35,0,Permintaan Rendah,22.11,6.84,0.3096,1.41,2.75,20.7,41
store_27,item_36,0,Permintaan Rendah,12.05,3.91,0.3244,-7.62,7.63,19.67,40
store_27,item_37,0,Permintaan Rendah,28.09,7.35,0.2615,8.54,8.54,19.55,39
store_27,item_38,1,Permintaan Tinggi,28.93,7.22,0.2496,7.89,7.89,21.04,41
store_27,item_39,0,Permintaan Rendah,23.99,6.27,0.2612,-0.6,2.47,24.6,44
store_27,item_4,0,Permintaan Rendah,16.34,4.44,0.2718,-11.33,11.33,27.67,48
store_27,item_40,1,Permintaan Tinggi,29.82,8.02,0.2688,8.75,8.79,21.07,41
store_27,item_41,0,Permintaan Rendah,22.02,5.58,0.2533,0.56,2.55,21.46,41
store_27,item_42,0,Permintaan Rendah,22.85,5.34,0.2338,2.08,3.29,20.76,41
store_27,item_43,0,Permintaan Rendah,20.79,5.68,0.2732,-2.39,3.31,23.19,43
store_27,item_44,0,Permintaan Rendah,10.34,3.95,0.382,-11.54,11.54,21.87,42
store_27,item_45,0,Permintaan Rendah,25.1,7.03,0.2803,2.58,3.22,22.52,42
store_27,item_46,0,Permintaan Rendah,11.94,4.19,0.3512,-11.65,11.65,23.59,43
store_27,item_47,1,Permintaan Tinggi,33.93,8.2,0.2416,11.19,11.19,22.74,43
store_27,item_48,0,Permintaan Rendah,11.49,4.26,0.3711,-10.69,10.69,22.18,42
store_27,item_49,0,Permintaan Rendah,14.23,4.56,0.3202,-10.69,10.69,24.92,45
store_27,item_5,1,Permintaan Tinggi,31.96,8.09,0.2532,4.63,5.04,27.32,47
store_27,item_50,0,Permintaan Rendah,9.91,4.1,0.4132,-12.57,12.57,22.49,42
store_27,item_6,0,Permintaan Rendah,18.67,5.6,0.2997,-4.73,4.9,23.41,43
store_27,item_7,0,Permintaan Rendah,17.08,4.75,0.2784,-3.18,3.7,20.26,40
store_27,item_8,0,Permintaan Rendah,24.11,6.79,0.2814,-1.14,3.1,25.25,45
store_27,item_9,0,Permintaan Rendah,12.9,3.97,0.3075,-8.79,8.8,21.69,42
store_28,item_1,1,Permintaan Tinggi,49.37,10.56,0.214,23.38,23.38,25.99,46
store_28,item_10,1,Permintaan Tinggi,43.32,10.68,0.2466,20.33,20.33,22.99,43
store_28,item_11,0,Permintaan Rendah,15.24,4.24,0.2785,-8.51,8.53,23.75,44
store_28,item_12,1,Permintaan Tinggi,43.14,10.79,0.2501,18.54,18.54,24.6,44
store_28,item_13,1,Permintaan Tinggi,51.23,12.57,0.2454,25.08,25.08,26.16,46
store_28,item_14,1,Permintaan Tinggi,43.22,10.83,0.2505,14.63,14.63,28.58,48
store_28,item_15,0,Permintaan Rendah,20.99,6.28,0.2994,-2.18,3.41,23.17,43
store_28,item_16,0,Permintaan Rendah,13.39,4.61,0.3444,-8.86,8.92,22.25,42
store_28,item_17,1,Permintaan Tinggi,43.99,11.13,0.2529,20.91,20.91,23.08,43
store_28,item_18,1,Permintaan Tinggi,39.79,9.09,0.2284,19.19,19.19,20.6,40
store_28,item_19,1,Permintaan Tinggi,40.98,10.84,0.2646,14.09,14.09,26.89,47
store_28,item_2,0,Permintaan Rendah,25.13,5.87,0.2337,1.31,2.57,23.82,44
store_28,item_20,1,Permintaan Tinggi,43.23,10.74,0.2483,17.68,17.68,25.55,45
store_28,item_21,0,Permintaan Rendah,15.43,4.43,0.2868,-5.91,6.05,21.34,41
store_28,item_22,0,Permintaan Rendah,26.61,6.81,0.256,3.83,4.1,22.78,43
store_28,item_23,1,Permintaan Tinggi,50.22,12.68,0.2525,26.13,26.13,24.09,44
store_28,item_24,0,Permintaan Rendah,17.33,5.16,0.2979,-9.44,9.45,26.77,47
store_28,item_25,1,Permintaan Tinggi,46.05,11.22,0.2437,21.29,21.29,24.75,45
store_28,item_26,1,Permintaan Tinggi,37.07,9.06,0.2445,15.15,15.15,21.91,42
store_28,item_27,0,Permintaan Rendah,25.39,6.14,0.2417,1.2,2.98,24.18,44
store_28,item_28,0,Permintaan Rendah,14.97,4.38,0.2923,-6.19,6.22,21.16,41
store_28,item_29,0,Permintaan Rendah,24.21,5.96,0.2461,0.55,2.5,23.67,44
store_28,item_3,0,Permintaan Rendah,26.94,7.09,0.2632,5.32,5.37,21.62,41
store_28,item_30,0,Permintaan Rendah,25.8,6.96,0.2697,3.82,4.13,21.97,42
store_28,item_31,1,Permintaan Tinggi,41.13,10.27,0.2496,18.81,18.81,22.32,42
store_28,item_32,1,Permintaan Tinggi,37.12,9.22,0.2485,13.9,13.9,23.22,43
store_28,item_33,1,Permintaan Tinggi,46.82,10.25,0.2189,21.35,21.35,25.46,45
store_28,item_34,1,Permintaan Tinggi,46.9,11.74,0.2502,19.27,19.27,27.63,47
store_28,item_35,1,Permintaan Tinggi,30.43,7.6,0.2496,5.92,6.0,24.52,44
store_28,item_36,0,Permintaan Rendah,17.8,4.65,0.2611,-6.29,6.33,24.08,44
store_28,item_37,1,Permintaan Tinggi,39.78,8.85,0.2225,12.7,12.7,27.07,47
store_28,item_38,1,Permintaan Tinggi,41.82,9.8,0.2345,17.29,17.29,24.53,44
store_28,item_39,1,Permintaan Tinggi,34.6,8.84,0.2554,6.35,6.52,28.25,48
store_28,item_4,0,Permintaan Rendah,23.31,6.34,0.2722,-1.04,2.55,24.35,44
store_28,item_40,1,Permintaan Tinggi,42.93,10.57,0.2461,17.1,17.1,25.83,46
store_28,item_41,1,Permintaan Tinggi,32.12,8.26,0.2571,7.99,8.0,24.14,44
store_28,item_42,1,Permintaan Tinggi,33.41,8.95,0.2677,12.55,12.55,20.86,41
store_28,item_43,1,Permintaan Tinggi,29.07,7.35,0.2529,8.17,8.17,20.9,41
store_28,item_44,0,Permintaan Rendah,14.28,4.39,0.3077,-10.69,10.69,24.97,45
store_28,item_45,1,Permintaan Tinggi,36.2,9.79,0.2706,14.72,14.72,21.48,41
store_28,item_46,0,Permintaan Rendah,16.89,4.98,0.2948,-6.03,6.14,22.92,43
store_28,item_47,1,Permintaan Tinggi,47.62,10.87,0.2282,27.39,27.39,20.23,40
store_28,item_48,0,Permintaan Rendah,16.83,5.24,0.3116,-10.48,10.48,27.31,47
store_28,item_49,0,Permintaan Rendah,20.42,5.21,0.2549,0.58,2.74,19.84,40
store_28,item_5,1,Permintaan Tinggi,45.39,10.71,0.236,25.48,25.48,19.9,40
store_28,item_50,0,Permintaan Rendah,14.48,4.78,0.3303,-10.11,10.12,24.59,44
store_28,item_6,0,Permintaan Rendah,26.61,7.11,0.2672,4.67,4.97,21.95,42
store_28,item_7,0,Permintaan Rendah,23.18,6.31,0.2723,1.96,3.06,21.22,41
store_28,item_8,1,Permintaan Tinggi,34.29,8.97,0.2617,10.97,10.97,23.32,43
store_28,item_9,0,Permintaan Rendah,18.33,5.24,0.286,-2.59,3.42,20.92,41
store_29,item_1,1,Permintaan Tinggi,51.61,14.15,0.2741,27.1,27.1,24.51,44
store_29,item_10,1,Permintaan Tinggi,44.16,10.45,0.2367,19.76,19.76,24.41,44
store_29,item_11,0,Permintaan Rendah,15.51,4.43,0.2858,-9.1,9.11,24.61,44
store_29,item_12,1,Permintaan Tinggi,42.48,10.2,0.2401,15.61,15.61,26.86,47
store_29,item_13,1,Permintaan Tinggi,51.09,13.14,0.2572,20.55,20.55,30.54,50
store_29,item_14,1,Permintaan Tinggi,43.49,9.91,0.2277,20.55,20.55,22.95,43
store_29,item_15,0,Permintaan Rendah,20.79,6.13,0.2949,-1.7,2.84,22.49,42
store_29,item_16,0,Permintaan Rendah,12.96,4.4,0.3393,-5.69,5.83,18.64,38
store_29,item_17,1,Permintaan Tinggi,44.74,10.69,0.239,20.17,20.17,24.57,44
store_29,item_18,1,Permintaan Tinggi,40.55,9.46,0.2332,14.56,14.56,25.99,46
store_29,item_19,1,Permintaan Tinggi,42.66,11.95,0.2802,19.09,19.09,23.57,43
store_29,item_2,0,Permintaan Rendah,25.55,6.13,0.2398,-0.58,2.4,26.14,46
store_29,item_20,1,Permintaan Tinggi,42.27,9.85,0.2331,16.56,16.56,25.71,46
store_29,item_21,0,Permintaan Rendah,15.33,4.43,0.2891,-8.9,8.91,24.23,44
store_29,item_22,0,Permintaan Rendah,26.64,6.64,0.2493,0.21,2.63,26.43,46
store_29,item_23,1,Permintaan Tinggi,49.55,12.73,0.2568,21.94,21.94,27.61,47
store_29,item_24,0,Permintaan Rendah,17.66,5.18,0.2935,-5.45,5.49,23.11,43
store_29,item_25,1,Permintaan Tinggi,47.01,11.32,0.2407,21.6,21.6,25.41,45
store_29,item_26,1,Permintaan Tinggi,37.19,9.03,0.2427,13.04,13.04,24.15,44
store_29,item_27,0,Permintaan Rendah,26.2,7.29,0.2782,2.86,3.67,23.34,43
store_29,item_28,0,Permintaan Rendah,15.11,4.49,0.297,-9.27,9.28,24.38,44
store_29,item_29,0,Permintaan Rendah,24.8,6.6,0.2661,2.5,3.42,22.3,42
store_29,item_3,1,Permintaan Tinggi,28.09,7.21,0.2566,2.37,3.14,25.72,46
store_29,item_30,0,Permintaan Rendah,25.48,6.37,0.2501,4.48,4.7,21.01,41
store_29,item_31,1,Permintaan Tinggi,41.99,10.83,0.258,20.25,20.25,21.75,42
store_29,item_32,1,Permintaan Tinggi,38.28,10.15,0.265,14.15,14.15,24.13,44
store_29,item_33,1,Permintaan Tinggi,47.71,12.26,0.257,24.78,24.78,22.93,43
store_29,item_34,1,Permintaan Tinggi,47.64,11.09,0.2327,22.58,22.58,25.05,45
store_29,item_35,1,Permintaan Tinggi,31.26,8.03,0.2568,8.82,8.83,22.44,42
store_29,item_36,0,Permintaan Rendah,17.38,5.21,0.3,-6.22,6.39,23.59,43
store_29,item_37,1,Permintaan Tinggi,40.7,9.53,0.2343,15.54,15.54,25.15,45
store_29,item_38,1,Permintaan Tinggi,43.07,11.07,0.2569,18.55,18.55,24.52,44
store_29,item_39,1,Permintaan Tinggi,34.83,8.79,0.2523,8.9,8.93,25.92,46
store_29,item_4,0,Permintaan Rendah,23.76,6.6,0.2778,1.53,2.86,22.23,42
store_29,item_40,1,Permintaan Tinggi,42.4,9.74,0.2297,16.43,16.43,25.97,46
store_29,item_41,1,Permintaan Tinggi,32.34,8.29,0.2562,7.85,7.86,24.49,44
store_29,item_42,1,Permintaan Tinggi,33.02,8.64,0.2617,11.39,11.39,21.63,41
store_29,item_43,1,Permintaan Tinggi,29.21,7.35,0.2517,3.72,4.23,25.5,45
store_29,item_44,0,Permintaan Rendah,13.95,4.59,0.329,-10.8,10.8,24.75,45
store_29,item_45,1,Permintaan Tinggi,36.31,9.05,0.2491,12.45,12.45,23.86,44
store_29,item_46,0,Permintaan Rendah,16.91,5.19,0.3069,-5.6,5.75,22.51,42
store_29,item_47,1,Permintaan Tinggi,49.84,12.43,0.2494,19.2,19.2,30.63,50
store_29,item_48,0,Permintaan Rendah,16.3,5.11,0.3137,-12.05,12.05,28.36,48
store_29,item_49,0,Permintaan Rendah,20.86,6.66,0.3194,-2.67,3.28,23.53,43
store_29,item_5,1,Permintaan Tinggi,44.73,11.39,0.2546,18.08,18.08,26.65,47
store_29,item_50,0,Permintaan Rendah,14.72,4.78,0.3251,-6.71,6.77,21.43,41
store_29,item_6,0,Permintaan Rendah,27.08,6.42,0.2371,4.44,4.74,22.64,42
store_29,item_7,0,Permintaan Rendah,23.73,6.51,0.2745,1.02,2.6,22.71,43
store_29,item_8,1,Permintaan Tinggi,34.18,8.59,0.2511,11.41,11.42,22.77,43
store_29,item_9,0,Permintaan Rendah,18.6,5.15,0.277,-0.51,2.71,19.12,39
store_3,item_1,1,Permintaan Tinggi,34.32,8.29,0.2417,9.99,9.99,24.33,44
store_3,item_10,1,Permintaan Tinggi,29.76,7.22,0.2425,8.89,8.89,20.88,41
store_3,item_11,0,Permintaan Rendah,10.55,3.84,0.3638,-13.19,13.19,23.74,44
store_3,item_12,1,Permintaan Tinggi,29.13,7.2,0.247,7.36,7.41,21.77,42
store_3,item_13,1,Permintaan Tinggi,34.85,8.4,0.241,11.39,11.39,23.47,43
store_3,item_14,1,Permintaan Tinggi,28.9,6.99,0.2417,3.73,4.22,25.17,45
store_3,item_15,0,Permintaan Rendah,13.8,4.07,0.2946,-6.05,6.06,19.85,40
store_3,item_16,0,Permintaan Rendah,8.82,4.03,0.4563,-10.43,10.43,19.25,39
store_3,item_17,1,Permintaan Tinggi,30.66,7.97,0.2598,7.71,7.78,22.95,43
store_3,item_18,0,Permintaan Rendah,27.14,6.71,0.2471,2.94,3.66,24.2,44
store_3,item_19,1,Permintaan Tinggi,28.42,7.19,0.2528,4.48,4.67,23.94,44
store_3,item_2,0,Permintaan Rendah,17.17,5.52,0.3215,-9.72,9.72,26.89,47
store_3,item_20,1,Permintaan Tinggi,29.08,7.19,0.2471,4.32,4.61,24.76,45
store_3,item_21,0,Permintaan Rendah,10.74,4.07,0.3792,-15.32,15.32,26.06,46
store_3,item_22,0,Permintaan Rendah,17.26,4.67,0.2708,-1.32,2.76,18.57,38
store_3,item_23,1,Permintaan Tinggi,34.21,8.46,0.2472,13.83,13.83,20.38,40
store_3,item_24,0,Permintaan Rendah,11.45,3.91,0.3416,-11.74,11.74,23.19,43
store_3,item_25,1,Permintaan Tinggi,31.37,7.7,0.2454,6.88,6.96,24.49,44
store_3,item_26,0,Permintaan Rendah,25.78,7.04,0.2729,0.93,2.81,24.85,45
store_3,item_27,0,Permintaan Rendah,17.51,5.47,0.3122,-5.24,5.36,22.75,43
store_3,item_28,0,Permintaan Rendah,9.77,3.91,0.4006,-10.8,10.8,20.57,40
store_3,item_29,0,Permintaan Rendah,17.12,5.14,0.2999,-3.42,4.32,20.55,40
store_3,item_3,0,Permintaan Rendah,18.72,5.32,0.2842,-5.32,5.57,24.03,44
store_3,item_30,0,Permintaan Rendah,17.88,5.73,0.3206,-7.72,7.79,25.6,45
store_3,item_31,1,Permintaan Tinggi,28.46,7.18,0.2524,6.36,6.41,22.1,42
store_3,item_32,0,Permintaan Rendah,25.9,6.89,0.2659,5.54,5.69,20.37,40
store_3,item_33,1,Permintaan Tinggi,32.77,8.39,0.2562,9.41,9.44,23.36,43
store_3,item_34,1,Permintaan Tinggi,32.98,8.33,0.2526,8.87,8.87,24.11,44
store_3,item_35,0,Permintaan Rendah,21.34,5.99,0.2808,-1.21,2.83,22.55,42
store_3,item_36,0,Permintaan Rendah,11.86,3.97,0.3344,-9.2,9.2,21.06,41
store_3,item_37,0,Permintaan Rendah,27.69,7.15,0.2582,4.19,4.38,23.5,43
store_3,item_38,1,Permintaan Tinggi,29.35,7.47,0.2546,3.71,4.31,25.63,45
store_3,item_39,0,Permintaan Rendah,23.32,6.69,0.2868,-5.84,6.0,29.15,49
store_3,item_4,0,Permintaan Rendah,15.78,4.3,0.2727,-4.56,4.77,20.33,40
store_3,item_40,1,Permintaan Tinggi,29.66,7.3,0.246,5.26,5.37,24.4,44
store_3,item_41,0,Permintaan Rendah,22.02,6.0,0.2723,-4.31,4.56,26.33,46
store_3,item_42,0,Permintaan Rendah,22.47,6.96,0.3096,-3.26,3.97,25.73,46
store_3,item_43,0,Permintaan Rendah,20.33,5.58,0.2747,-2.04,3.01,22.37,42
store_3,item_44,0,Permintaan Rendah,9.22,3.9,0.4234,-16.44,16.44,25.66,46
store_3,item_45,0,Permintaan Rendah,25.08,7.5,0.2993,2.59,3.36,22.48,42
store_3,item_46,0,Permintaan Rendah,11.86,4.04,0.3409,-12.33,12.33,24.19,44
store_3,item_47,1,Permintaan Tinggi,33.22,7.4,0.2228,9.82,9.82,23.39,43
store_3,item_48,0,Permintaan Rendah,11.28,4.22,0.3744,-10.56,10.56,21.84,42
store_3,item_49,0,Permintaan Rendah,13.86,3.94,0.2844,-3.73,4.3,17.59,37
store_3,item_5,1,Permintaan Tinggi,30.83,7.84,0.2543,10.16,10.18,20.66,41
store_3,item_50,0,Permintaan Rendah,9.97,3.91,0.3919,-12.17,12.17,22.13,42
store_3,item_6,0,Permintaan Rendah,18.23,5.42,0.2971,-5.02,5.29,23.25,43
store_3,item_7,0,Permintaan Rendah,16.39,4.57,0.2792,-9.45,9.46,25.84,46
store_3,item_8,0,Permintaan Rendah,23.55,6.98,0.2965,1.8,2.83,21.74,42
store_3,item_9,0,Permintaan Rendah,12.24,4.4,0.3591,-6.46,6.53,18.71,39
store_30,item_1,1,Permintaan Tinggi,48.17,11.55,0.2398,25.79,25.79,22.38,42
store_30,item_10,1,Permintaan Tinggi,42.09,11.0,0.2614,17.03,17.03,25.06,45
store_30,item_11,0,Permintaan Rendah,14.8,4.81,0.3247,-4.4,4.7,19.2,39
store_30,item_12,1,Permintaan Tinggi,40.58,10.34,0.2549,13.28,13.28,27.3,47
store_30,item_13,1,Permintaan Tinggi,48.41,11.36,0.2347,20.31,20.31,28.1,48
store_30,item_14,1,Permintaan Tinggi,40.23,9.7,0.2411,16.82,16.82,23.41,43
store_30,item_15,0,Permintaan Rendah,19.53,4.99,0.2556,-4.82,5.01,24.35,44
store_30,item_16,0,Permintaan Rendah,12.67,4.24,0.3348,-8.46,8.48,21.13,41
store_30,item_17,1,Permintaan Tinggi,41.82,8.38,0.2004,18.46,18.46,23.37,43
store_30,item_18,1,Permintaan Tinggi,38.23,10.3,0.2695,15.2,15.2,23.03,43
store_30,item_19,1,Permintaan Tinggi,39.11,9.11,0.2329,13.08,13.08,26.02,46
store_30,item_2,0,Permintaan Rendah,23.99,6.28,0.2616,1.11,2.79,22.87,43
store_30,item_20,1,Permintaan Tinggi,40.77,9.35,0.2294,16.59,16.59,24.18,44
store_30,item_21,0,Permintaan Rendah,14.63,4.05,0.277,-7.48,7.52,22.11,42
store_30,item_22,0,Permintaan Rendah,25.82,6.88,0.2665,0.49,2.75,25.33,45
store_30,item_23,1,Permintaan Tinggi,45.53,10.08,0.2213,19.27,19.27,26.27,46
store_30,item_24,0,Permintaan Rendah,17.2,5.01,0.2912,-7.61,7.61,24.81,45
store_30,item_25,1,Permintaan Tinggi,43.47,9.84,0.2263,20.12,20.12,23.34,43
store_30,item_26,1,Permintaan Tinggi,35.49,9.12,0.2571,7.19,7.2,28.3,48
store_30,item_27,0,Permintaan Rendah,24.33,6.21,0.2553,-1.47,2.85,25.79,46
store_30,item_28,0,Permintaan Rendah,14.8,4.34,0.2931,-8.1,8.1,22.91,43
store_30,item_29,0,Permintaan Rendah,22.78,5.82,0.2555,3.15,3.65,19.63,39
store_30,item_3,0,Permintaan Rendah,26.88,6.85,0.2548,5.19,5.36,21.69,42
store_30,item_30,0,Permintaan Rendah,24.32,6.4,0.2631,2.3,3.37,22.02,42
store_30,item_31,1,Permintaan Tinggi,39.03,8.86,0.2269,13.31,13.31,25.73,46
store_30,item_32,1,Permintaan Tinggi,35.57,8.51,0.2393,11.54,11.54,24.02,44
store_30,item_33,1,Permintaan Tinggi,45.77,12.41,0.2711,18.43,18.43,27.34,47
store_30,item_34,1,Permintaan Tinggi,46.04,11.83,0.2569,22.83,22.83,23.21,43
store_30,item_35,1,Permintaan Tinggi,30.05,8.23,0.2737,5.56,5.63,24.49,44
store_30,item_36,0,Permintaan Rendah,16.85,4.29,0.2544,-3.72,4.17,20.58,40
store_30,item_37,1,Permintaan Tinggi,38.33,9.72,0.2535,15.19,15.19,23.15,43
store_30,item_38,1,Permintaan Tinggi,39.68,9.61,0.2421,10.46,10.49,29.22,49
store_30,item_39,1,Permintaan Tinggi,32.98,8.1,0.2455,7.32,7.36,25.66,46
store_30,item_4,0,Permintaan Rendah,22.14,5.59,0.2526,5.96,6.01,16.17,36
store_30,item_40,1,Permintaan Tinggi,40.27,9.76,0.2423,16.82,16.82,23.45,43
store_30,item_41,1,Permintaan Tinggi,30.14,8.23,0.2732,8.68,8.7,21.45,41
store_30,item_42,1,Permintaan Tinggi,30.72,6.86,0.2232,1.91,3.09,28.81,49
store_30,item_43,1,Permintaan Tinggi,27.52,6.34,0.2304,3.73,4.07,23.8,44
store_30,item_44,0,Permintaan Rendah,13.28,4.52,0.3405,-10.64,10.64,23.92,44
store_30,item_45,1,Permintaan Tinggi,34.68,8.27,0.2383,11.59,11.59,23.09,43
store_30,item_46,0,Permintaan Rendah,16.0,5.07,0.3166,-2.88,3.48,18.88,39
store_30,item_47,1,Permintaan Tinggi,44.82,10.29,0.2296,19.94,19.94,24.88,45
store_30,item_48,0,Permintaan Rendah,15.17,4.33,0.2856,-1.75,3.38,16.92,37
store_30,item_49,0,Permintaan Rendah,19.15,5.12,0.2675,-2.59,3.55,21.74,42
store_30,item_5,1,Permintaan Tinggi,43.04,10.08,0.2342,17.63,17.63,25.41,45
store_30,item_50,0,Permintaan Rendah,13.77,4.37,0.3174,-12.8,12.8,26.58,46
store_30,item_6,0,Permintaan Rendah,26.0,6.27,0.2411,3.62,4.1,22.38,42
store_30,item_7,0,Permintaan Rendah,22.77,6.59,0.2894,1.15,2.89,21.62,41
store_30,item_8,1,Permintaan Tinggi,31.51,7.06,0.2241,9.62,9.62,21.89,42
store_30,item_9,0,Permintaan Rendah,17.93,5.49,0.3064,-6.47,6.56,24.4,44
store_31,item_1,1,Permintaan Tinggi,39.04,9.03,0.2314,13.58,13.58,25.47,45
store_31,item_10,1,Permintaan Tinggi,34.85,8.56,0.2455,13.14,13.14,21.71,42
